Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1533', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1534', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1535', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1536', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1537', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1538', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1539', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1540', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1541', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1542', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1543', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1544', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1545', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1546', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1547', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1548', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1549', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1550', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1551', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1552', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1553', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1554', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '1555', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1556', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1557', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1558', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1559', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1560', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1561', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1562', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1563', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1564', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1565', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1566', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1567', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1568', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1569', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1570', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1571', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1572', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1573', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1574', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1575', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1576', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1577', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1578', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1579', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1580', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1581', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1582', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1583', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1584', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1585', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1586', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1587', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1588', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1589', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1590', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1591', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1592', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1593', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1594', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1595', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1596', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1597', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1598', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1599', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1600', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1601', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1602', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1603', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1604', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1605', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1606', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1607', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1608', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1609', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1610', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1611', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1612', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1613', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1614', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1615', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1616', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '1617', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '1618', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1619', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1620', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1621', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1622', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1623', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1624', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1625', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1626', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1627', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1628', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1629', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1630', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1631', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1632', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1633', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1634', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1635', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1636', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1637', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1638', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1639', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1640', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1641', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1642', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1643', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1644', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1645', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1646', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1647', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1648', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1649', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1650', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1651', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1652', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1653', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1654', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1655', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1656', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1657', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1658', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1659', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1660', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1661', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1662', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1663', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1664', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1665', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1666', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1667', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1668', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1669', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1670', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1671', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1672', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1673', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1674', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1675', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1676', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1677', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1678', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1679', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1680', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1681', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1682', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1683', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1684', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1685', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1686', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1687', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1688', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1689', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1690', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1691', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1692', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1693', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1694', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1695', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1696', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1697', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1698', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1699', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1700', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1701', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1702', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1703', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1704', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1705', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1706', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1707', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1708', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1709', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1710', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1711', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1712', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1713', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1714', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1715', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1716', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1717', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1718', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '1719', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '1720', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '1721', Outcome: 'loss', My hand score: '3', Total score: '3'
